text,source
"Recent years have seen renewed interest in textual entailment, driven by powerful deep learning models for natural language processing and large-scale datasets like SNLI. This task, now known as natural language inference, involves determining if pairs of statements contradict, entail, or are neutral to each other. Currently, this research is English-centric. This paper aims to expand it to multiple languages. We provide test data for Arabic, French, Spanish, and Russian, and evaluate several baseline systems.",ai
"Recent advancements in Natural Language Processing (NLP) have led to the creation of general models capable of complex tasks like summarizing lengthy texts and translating languages. We've developed a method to measure adjective similarities using these models, similar to traditional survey-based ratings but with millions more texts in natural contexts. Our method's correlational structure closely matches self- and other-ratings of 435 terms from a 1996 study by Saucier and Goldberg. The top three unrotated factors from our NLP method show high congruence with survey data, scoring 0.89",ai
"Recent research has focused on using neural models to generate natural, human-like text, with control over the generation process. This review covers recent advances, categorized into four key areas: data preparation, neural model frameworks, training and inference strategies, and evaluation methods. It provides a comprehensive, task-agnostic overview of progress. The paper also explores future directions in neural text generation.",ai
"Large transformer models like BERT have revolutionized NLP. This survey explores recent works using these models to tackle NLP tasks through pre-training and fine-tuning, prompting, or text generation. It also covers data generation methods using pre-trained models. Finally, it discusses limitations and future research directions.",ai
"Recent advancements in natural language processing (NLP) have seen transformers, with their pre-training and attention mechanisms, become crucial. However, recent studies suggest that attention isn't always necessary, with convolutional neural networks (CNNs) and multi-layer perceptrons (MLPs) also showing promise. This paper introduces a graph recurrent network for pre-training language models. It creates a graph for each sequence, enabling local communication between tokens, and generates a sentence-level representation independent of other tokens. While the original model excels in supervised text classification, its potential in self-supervised learning for",ai
"In recent years, spoken language understanding (SLU), which involves tasks like identifying names in speech or filling in details in human-machine conversations, has seen significant advancements. Traditionally, SLU tasks were handled in a step-by-step manner: first, speech was converted into text (automatic speech recognition), then natural language processing was applied to this text. However, in the last three years, a more efficient approach has emerged: end-to-end neural models that directly extract meaning from speech signals using deep learning. Recent studies also explore self-supervised learning methods to improve these models.",ai
"Humans effortlessly combine vision and language, describing what they see or imagining scenes from words. This interplay drives computer vision research. Notably, ""vision to language"" has surged in popularity, with a flood of publications and practical uses like image captioning, answering visual questions, and navigating via language. These tasks enhance visual understanding.",ai
"Building machine learning models for source code involves crucial vocabulary modeling choices that can hinder training or significantly impact performance, especially for Neural Language Models. This paper outlines key choices and investigates their effects on a vast dataset of 14,436 projects. It reveals that certain choices are decisive, enabling the rapid training of accurate Neural Language Models on a large subset of 10,106 projects.",ai
"Neural language models are crucial in today's natural language processing. Their use is growing on OCR-processed text collections. However, the impact of OCR noise on these models is not fully understood. We studied this impact on various language models using data in four languages. We found that OCR noise significantly hinders language modeling, causing models to deviate more from clean data as OCR quality worsens. Interestingly, simpler models like PPMI and Word2Vec perform better than transformer-based models when dealing with small datasets affected by OCR noise.",ai
"In recent years, Transformer-based models with self-attention have shown top results in various natural language tasks. However, they demand vast data and computing power. There's still a need for evaluation methods for low-resource languages with limited data. Most models have been extensively studied in English, with few evaluations in French. This paper introduces a unified benchmark to assess model quality and environmental impact on two key French spoken language understanding tasks: MEDIA and ATIS-FR. We evaluate 13 established Transformer-based models on these tasks.",ai
"Large language models can produce both natural and programming language text, raising the prospect of generating code in multiple languages. However, it's unclear if these models can apply knowledge from one language to another. While they can generate correct Python code, their capabilities in other languages are unknown. We introduce MultiPL-E, a system that adapts unit test-driven code generation benchmarks to new languages. We've created the first extensive multilingual code generation benchmark by using MultiPL-E to translate two popular Python benchmarks into 18 additional languages, covering diverse programming paradigms and popularity. This includes extending the HumanEval",ai
"Language models (LMs) can mimic and even exaggerate offensive language they've been trained on, limiting their practical use. We've tested this issue extensively. We found that prompts, text generation methods, and training data impact the model's offensive output. We developed a simple, effective method for LMs to reduce toxicity without needing extra large datasets or external censors. Compared to traditional methods, our approach reduces offensive content more effectively while maintaining good text quality.",ai
"Simplified: Despite their success, large multilingual models still need labeled data, which can be hard to gather for all languages. A promising solution is ""zero-shot cross-lingual transfer"": models fine-tuned in one language can perform well in many others. English is usually used for transfer, but we've found that other high-resource languages like German and Russian can transfer better, especially for certain tasks. We tested this on two popular models (mBERT and mT5) and various tasks.",ai
"In today's age of massive Language Models (LMs) with billions of parameters, startups must keep up with trends and adjust their technology accordingly. However, this comes with challenges like high computational demands and economic impacts. Here, we share key insights from a modern legal-tech startup's R&D team on developing and deploying large models. We begin by training multiple, multilingual LMs tailored to legal texts, outperforming existing alternatives like XLM-R. We demonstrate the benefits of larger model sizes using a half-public, half-private legal benchmark with five tasks.",ai
"In Natural Language Processing (NLP), models like neural language models and machine translators often predict words from large vocabularies, using a Softmax output layer. This layer receives a lower-dimensional feature representation. Theoretically, some words might be unreachable via the 'argmax' prediction method, regardless of input features. We investigate if this occurs in practical, large language models and translation models, and develop algorithms to identify such 'unargmaxable' words.",ai
"Large pre-trained language models excel in various tasks but struggle in resource-limited settings due to their size. Compression techniques shrink models, speeding up inferences with minimal loss in top performance. However, average results might mask significant drops in performance for less common features, potentially amplifying model biases. This study examines how compression affects Multilingual Neural Machine Translation models for diverse languages, genders, and semantic biases.",ai
"Multilingual models like mBERT and XLM-R enable zero-shot cross-lingual learning. Cao et al. (2020) introduced a method to adjust mBERT for different languages using a small parallel corpus, improving Natural Language Inference (NLI) for five European languages. We expanded this to diverse languages (Spanish, Russian, Vietnamese, Hindi) and tasks (Cross-lingual Sentence Retrieval, Named Entity Recognition, Question Answering), and explored continual learning. Our study replicated NLI gains in four languages, enhanced NER, XSR, and cross",ai
"Transfer learning with pre-trained language models has achieved top results in NLP. However, applying this to unseen languages with little data is unclear. This study compares multilingual and monolingual models' behavior on such languages. Some languages significantly benefit, acting like closely related, well-resourced ones, while others don't. The focus is on identifying key factors affecting transfer learning success in low-resource, unseen languages.",ai
"The attention mechanism boosts speech recognition performance, but its inner workings remain unclear. We used decision trees to understand this mechanism. Our findings show that attention levels depend more on their past states than on the system's encoder and decoder patterns. Moreover, the default attention mechanism favors nearby states but struggles with modeling long-term attention dependencies.",ai
"Key Point: When choosing programming languages for software, security should be a top priority. While some languages have been analyzed for their security features, few studies have looked at the real security issues developers face. Our research, using data from Stack Overflow and GitHub, identified 18 major security challenges across 15 languages, providing a comprehensive taxonomy.",ai
"Multilingual language models (LMs) excel in cross-lingual tasks but struggle to fairly represent all languages due to factors like limited capacity and biased training data. To overcome this, many models are trained on specific languages or domains, each with its own tailored vocabulary. However, this approach hinders the advantages of multilingual models. To bridge this gap, we introduce MergeDistill, a method to combine pre-trained LMs, maximizing their strengths with minimal dependencies. This is achieved through a task-independent knowledge distillation process. We show that this approach is practical and effective.",ai
"On October 14, 2020, experts from OpenAI, Stanford, and other universities met to discuss GPT-3, then the largest known dense language model. They explored its technical abilities and limits, and society's impact if widely used. Participants had diverse backgrounds like computer science, linguistics, and political science. The key questions were: 1) What can and can't large language models do? 2) What societal effects might they have? We summarize their discussion under these two themes.",ai
"Recent advancements in Natural Language Processing (NLP) have expanded its applications, thanks to improved language models. However, training these models demands substantial computational resources and data, resulting in significant carbon emissions. To mitigate this environmental impact, especially for large language models, we need to evaluate and optimize their energy efficiency. In our research, we compare the computational requirements of machine translation models across different language pairs, and analyze their individual components to understand and reduce their carbon footprint.",ai
"Natural Language Processing, a key AI field, relies heavily on Artificial Neural Networks. However, despite their success in language tasks, large neural models don't fully grasp natural language. This suggests that current AI, despite optimism, doesn't revolutionize our understanding of cognition.",ai
"Signed languages are vital for many deaf and hard-of-hearing individuals. They possess all key linguistic features of spoken languages. Yet, current research in Sign Language Processing (SLP) rarely utilizes Natural Language Processing (NLP) tools and theories for modeling. We urge the NLP community to prioritize signed languages, highlighting their linguistic aspects and the limitations of current SLP models. We then outline challenges in extending NLP to signed languages.",ai
"Neural language models for code face challenges due to rapidly growing vocabularies from new identifiers, leading to performance drops and scalability issues. This paper presents solutions to these problems.",ai
"In Automatic Speech Recognition (ASR), Gaussian Mixture Model-Hidden Markov Model (GMM-HMM) was commonly used for acoustic modeling. Now, Deep Neural Network-HMM (DNN-HMM) models have replaced GMM due to advancements in deep learning. GMM models are still crucial for aligning training data in hybrid DNN models. Accuracy in these alignments is vital. Various factors, like dataset size, data augmentation, and model parameters, influence model learning. Larger datasets generally perform better, but smaller datasets can lead to overfitting. Collecting accurate speech data and transcriptions",ai
"Question-answering models use extensive knowledge from up to 100 retrieved passages and large language models (LMs). Previous work assumes this knowledge is consistent, ignoring how models combine LM-stored knowledge with retrieved data. Our study introduces conflicting knowledge sources (LM suggests one answer, passages suggest others) and observes model behaviors. We find that retrieval performance influences which sources models rely on, with current models favoring non-parametric knowledge in top-performing scenarios. However, we uncover a concerning trend: model confidence is barely affected by contradictions among knowledge sources.",ai
"To tackle the vast amount of online content generated daily, tools that understand internet slang are vital for promoting social good and helping moderators combat offensive language and hate speech. While large language models and slang dictionaries exist, their combined effectiveness for tasks like content moderation is unclear. This paper introduces a method to test various combinations of learning models and knowledge resources for tasks relying on slang understanding. Experiments reveal that models pre-trained on social media data perform best, with slang dictionaries providing some positive impact.",ai
"Large generative models excel in various NLP tasks, including MT, by learning from a few examples (in-context learning). For MT, these examples are usually random samples from the development dataset, matching the evaluation set's distribution. Yet, it's unknown how these examples' choice and order affect translation quality. Our study explores what makes good in-context examples for MT, both in and out of the target domain. We find that example quality and domain matter, and even one irrelevant example can significantly harm performance.",ai
"We present a new method for language modeling using stacked convolutions, which can process data in parallel, making it more efficient than current recurrent neural network (RNN) approaches. Our model uses a simplified gating mechanism that outperforms previous methods. We explore key architectural choices and show that our approach sets a new standard on the WikiText-103 benchmark, handling long-term dependencies well, and performs competitively on the Google Billion Words benchmark. Notably, our model is ten times faster than RNNs at scoring sentences.",ai
"Recent success of self-attention and BERT-like methods in vision-and-language tasks (like VQA, image retrieval) has led to advanced models. However, while these models excel in organizing within-modality data, they struggle with identifying fine details in cross-modal relationships. Current approaches assume these relationships are learned implicitly during training, but we show this isn't always true, even with cross-attention modules.",ai
"Codex, a large language model, excels in generating code from diverse sources. While it offers numerous benefits, it also raises concerns: misuse potential, alignment issues, and possible acceleration of technologies with harmful impacts. We've developed a hazard analysis framework at OpenAI to identify and mitigate these risks across technical, social, political, and economic domains. This framework helps explore and address potential harms from deploying models like Codex.",ai
"The Transformer model's popularity has greatly benefited practitioners. Small architectural changes can enhance performance across tasks and scales. However, training large language models with billions of parameters is expensive and complex. It's challenging to predict how design choices affect new capabilities that arise mainly from size. When creating BLOOM, a large multilingual model, we aimed to efficiently use our 1,000,000 A100-GPU hours budget by comparing different model architectures and training methods in an ablation study at the billion-parameter scale.",ai
"Large language models, like OpenAI's GPT-2, have diverse benefits (e.g., aiding in writing, detecting dataset biases) but also pose misuse risks. This report outlines OpenAI's approach to releasing GPT-2, involving staged releases to assess risks and benefits as the model grows. It also highlights collaborative research and suggests better coordination for responsible AI publication.",ai
"Web apps are popular hacker targets due to widespread use and quick deployment cycles that often introduce severe bugs. Static analysis tools help find bugs in source code, but building them requires programming vulnerability knowledge. This paper introduces a different method: using AI, specifically natural language processing, to teach tools to automatically spot flaws. It uses a sequence model to learn from annotated code samples and then identifies vulnerabilities in new code.",ai
"In vector space models (VSMs), a standard test is predicting human judgments of word pair relationships. Most current tests use English word pairs, neglecting language effects on human scoring. This study translates two key tests, wordsim353 (association) and SimLex999 (similarity), into Italian, German, and Russian, and collects scores for each.",ai
"Large Transformer models can perform tasks they weren't trained on, a property called zero-shot generalization. Yet, how different architectures and pretraining methods affect this ability is unclear. We compared these factors in a major study. We tested three architectures (decoder-only with/without causality, and encoder-decoder) trained with two methods (autoregressive and masked language modeling), and with/without multitask fine-tuning. Our models had up to 5 billion parameters and were trained on over 170 billion tokens, ensuring reliable results.",ai
"Natural Language Processing (NLP) models often struggle with diverse languages and dialects, leading to biased outputs and societal issues. For instance, tools trained on Mainstream American English (MAE) fail to accurately interpret African American English (AAE). To address this, our study incorporates human feedback to understand AAE speakers' language use. We emphasize the need for inclusive NLP systems that consider various dialects, ensuring AAE speakers can interact effectively and reducing feelings of exclusion.",ai
"Recent advances in Large Language Models (LLMs) like GPT-3 and Codex allow developers to create code using natural language prompts. In education, researchers are exploring LLMs' potential to generate code explanations and assignments via tailored prompts, potentially enhancing student interaction with code and helping instructors manage learning materials. However, LLMs also raise concerns about academic integrity, curriculum design, and software engineering careers. This workshop will showcase LLMs' capabilities, helping attendees decide if and how to integrate them into their teaching and research. It will also facilitate a brainstorming session to discuss LLMs' impact on the",ai
"A study involving 58 students was conducted to evaluate the impact of AI coding assistants, like OpenAI Codex, on the security of code written in low-level C. Participants were asked to create a simple 'shopping list' program using singly-linked lists. The study found that while these AI tools can suggest security vulnerabilities, they didn't significantly increase the number of critical security bugs in this context, with AI-assisted users making only about 10% more mistakes than those without assistance.",ai
"Current research on generative pretraining (GPT) predominantly focuses on English, neglecting a broader understanding of autoregressive models across diverse languages and cultures. To address this, we present JASMINE, a collection of Arabic autoregressive Transformer models with 300 million to 6.7 billion parameters, pretrained on a vast and varied dataset. We've also created a comprehensive benchmark for evaluating these models both automatically and through human assessment.",ai
"Language models learn language's structure, not its meaning, unlike humans. To evaluate their explainability, consider how they differ from our understanding of language. This paper argues that to prevent misleading explanations and truly understand models, we need explanations that are: (1) accurate representations of the model's behavior (high fidelity), (2) complete, as missing details can mislead, and (3) tailored to the user's understanding, building on their existing knowledge. We propose a decision tree model for this purpose.",ai
"Scientific Method Evolution: The traditional scientific method (Observation-Hypothesis-Prediction-Experimentation loop) has been used by researchers for years. However, with the explosion of data in various fields, manually analyzing data to propose new hypotheses has become challenging. This paper explores the role of Explainable AI (XAI) in scientific discovery. It introduces an XAI-based approach to help interpret data and models, generate hypotheses, and uncover scientific insights. This method combines computational and data-intensive techniques with traditional experimental and theoretical methods.",ai
"Philosophers have recently scrutinized the challenges posed by the black box nature of deep neural networks, suggesting that conducting good science with such models is difficult, if not unattainable. However, this view contradicts the current optimism surrounding AI in science and the numerous breakthroughs it has enabled. This paper argues that the gap between philosophical pessimism and scientific optimism stems from a lack of examination into how AI is actually employed in scientific contexts. To comprehend the validity of AI-driven breakthroughs, philosophers must analyze how these tools are used in practice",ai
"Inspired by recent AI advancements, especially in understanding and generating human language, we aim to build AI systems that tackle complex scientific tasks, potentially surpassing human abilities. Our key approach is to use natural language as the primary format for AI to represent, reason, and communicate with human scientists. This paper explores main challenges in realizing this vision.",ai
"Artificial Intelligence (AI) in Science: While AI has been used in science for decades, it's still not a reliable collaborator. Most AI methods are too simple for real-world problems or too specialized, hindering major breakthroughs. We introduce an AI research assistant for early discovery, using: (1) a new, unbiased ontology for physics modeling that's adaptable, understandable, and works across classical and relativistic physics; (2) automatic search for plausible, simple hypotheses represented in a high-level, domain-agnostic way with built-in rules like conservation principles; and (3)",ai
"Scientific research now demands complex, scalable workflows, akin to ""new applications,"" involving multiple, diverse tasks across different scales. Artificial Intelligence/Machine Learning (AI/ML) models integrated into traditional High-Performance Computing (HPC) workflows have enhanced modeling accuracy while often reducing computational needs. This chapter explores various methods to combine AI/ML with HPC, creating diverse AI-coupled HPC workflows. It showcases real-world examples driving this integration across scientific fields. However, large-scale AI-coupled HPC projects face significant challenges, including managing diverse tasks, adaptability, and performance.",ai
"Developing a thorough, accurate, and useful scientific knowledge base is vital for human researchers and AI-driven discovery. However, this process is currently challenging, error-prone, and time-consuming due to the vast amount of scientific literature, specialized domains, diverse information types, and inconsistent formats across publications. Based on a formative study and user feedback, we created KnowledgeShovel, an AI-assisted document annotation system for researchers to build scientific knowledge bases. KnowledgeShovel introduces a multi-step, multi-modal human-AI collaboration pipeline that fits into users' existing workflows, enhancing data accuracy.",ai
"Artificial Intelligence (AI) could transform drug discovery, enhancing efficiency, accuracy, and speed. Yet, its success hinges on quality data, addressing ethical issues, and acknowledging AI's limitations. This review explores AI's benefits, challenges, and drawbacks, offering strategies to overcome current hurdles. It discusses data augmentation, explainable AI, and combining AI with traditional methods. The review underscores AI's potential in pharmaceutical research, while also acknowledging the challenges.",ai
"AI models, fed with scientific research, predict new materials and therapies. However, they overlook human scientists who shape discoveries. To improve AI predictions, we incorporated human expertise into models, training them on what experts know. This made AI better at predicting future human discoveries.",ai
"Opportunities and challenges arise in using AI for scientific discovery. AI's industrial goals differ from scientific ones, favoring data patterns over real-world insights. To 'bridge the gap' between scientific models and AI learning, we must address core challenges. This could transform hypothesis generation, discovery, and the scientific process.",ai
"The FAIR principles (Findable, Accessible, Interoperable, Reusable) are revolutionizing how scientists manage and share data. Building on this, we've developed FAIR principles for AI models, to foster discovery and innovation in AI-driven science and engineering. We demonstrate how to create and share FAIR data and AI models using a unified framework combining several resources: Argonne National Laboratory's Advanced Photon Source, the Materials Data Facility, the Data and Learning Hub for Science, funcX, and the Argonne Leadership Computing Facility (ALCF), including its ThetaGPU supercomputer and",ai
"Researchers struggle to keep up with the vast amount of scientific literature, especially in biomedicine where timely knowledge can save lives. To tackle this, we've developed a new method to quickly extract and search for important scientific challenges and future directions. We've created a detailed database, or corpus, of texts from full research papers, labeled with new categories that can apply to many types of challenges and directions. We focused on a large collection of COVID-19 related research, covering various fields from biomedicine to AI and economics. Our trained model can identify these challenges and directions efficiently.",ai
"Scientific Discovery: Finding patterns in data and creating explanatory hypotheses. Traditionally, this relies on human creativity, but AI advancements allow automating parts of this process. This study uses AI to discover human planning strategies. Current methods group similar planning behaviors and describe underlying strategies verbally. Our approach automates these steps, using a new algorithm, Human-Interpret, which learns to describe planning sequences as a formula, then translates this into natural language.",ai
"Impact of Deep Learning on Science and Economy: Emerging around 2010, deep learning has swiftly become AI's most crucial tool, achieving breakthroughs in fields like protein folding, drug discovery, chip design, and weather prediction. As more professionals adopt it, we must consider its effects on scientific progress and economic growth. By analyzing two key computer vision tasks, we find that AI idea production, driven by deep learning, is more capital-intensive than traditional R&D. This means it requires more investment for equal output",ai
"Scientists have long envisioned creating machines capable of conducting scientific research. While recent progress has been impressive, this goal remains distant. This paper concentrates on the complex reasoning and problem-solving aspects of scientific discovery, examining various machine learning methods and their limitations. It explores the core principles guiding scientific discovery, used across fields like physics, mathematics, and biology. It provides numerous examples and reviews AI systems aiming to replicate these principles.",ai
"In the past ten years, machine learning and AI have greatly improved and gained popularity in research and industry. Many recent top-performing methods are due to advances in deep learning. This approach has excelled in handling non-tabular data like images or text, outperforming traditional machine learning and even domain-specific tools. This review will summarize AI research in discovering bioactive ligands for G Protein-Coupled Receptors (GPCRs), highlighting recent breakthroughs and trends, to make it understandable for a wide range of computational scientists.",ai
"Introducing NOMAD AI Toolkit: A web-based platform for AI-driven analysis of materials science data. It works with data stored in the global NOMAD Archive or user's local data. The toolkit, accessible via web browsers using Jupyter notebooks, enables users to query, access, and apply machine learning and other AI techniques to analyze the data. This infrastructure makes materials science data more accessible and useful for AI-driven research.",ai
"This review explores challenges from vast data growth at UK's Rutherford Appleton Laboratory, especially from Diamond Light Source, Electron Microscopy Facilities, ISIS Neutron and Muon Facility, and the Central Laser Facility. To manage and extract insights from this ""Big Scientific Data"", scientists are increasingly employing machine learning and AI technologies, automating data processing and aiding discovery.",ai
"Scientists have observed that the number of scientific findings grows rapidly, following a logistic curve. This pattern is influenced by various changes in the scientific process over time. To better understand scientific progress, I've developed a method to measure how easy or difficult it is to make new discoveries. Examining three fields - mammal species, chemical elements, and minor planets - I found that the ease of discovery decreases exponentially over time. Moreover, the speed of scientific discovery is determined by both the total number of findings and the ease of making new ones.",ai
"In the past decade, as AI and machine learning (AI-ML) have grown in use, so have the energy demands of systems that rely on them. To support these data-driven applications, new hardware, software, and algorithms have been developed. However, our examination of energy trends reveals three key findings: 1) The energy efficiency gains from decreasing feature sizes (geometrical scaling) are slowing; 2) The energy used per bit of data processed isn't improving; 3) The energy consumed per",ai
"Materials science progress mirrors broader scientific evolution, from experiments to data-driven approaches. Computational materials science, in particular, has made significant strides. This work reviews past paradigms and classical models in materials science and engineering (MSE), then introduces a new data-intensive MSE (DIMSE) model. This approach aims to drive future materials innovation, tackling global challenges in materials discovery, especially in the age of artificial intelligence (AI).",ai
"Neurosymbolic Programming (NP) can speed up scientific discovery. It blends neural and symbolic elements to learn intricate patterns from data, using high-level concepts or known constraints. NP can use scientists' prior knowledge and context, offering interpretable results. We explore how current NP models can integrate with scientific workflows, using real-world examples from behavior analysis, aiming to make NP accessible across natural and social sciences.",ai
"We're developing AI not to outsmart humans (Turing's test) or just assist us (augmented intelligence), but to enhance our understanding, complementing our cognitive abilities. This ""complementary intelligence"" draws from the ""wisdom of crowds"" concept, leveraging diverse, independent information. We're focusing on AI that helps us advance science by analyzing and presenting evolving data in ways humans might miss.",ai
"Society demands rapid scientific progress to address urgent issues like climate change, environmental threats, energy sustainability, and pandemics. In fields like chemistry, evaluating risks of new solutions is crucial before experiments. While AI and machine learning have made strides, there's still a need for tech that seamlessly integrates various tools for complete discovery processes.",ai
"Scientific literature is tainted by misconduct, such as fabricated data, manipulated images, and plagiarism, which slip through peer review. This harms readers and AI-driven research. Major publishers have accepted hundreds of flawed papers. This tool aims to clean up the literature through corrective and preventive measures.",ai
"Artificial Intelligence (AI), particularly machine learning, is increasingly used in physical sciences. ""Scientific AI"" now designs, runs, and analyzes experiments autonomously. The CAMEO algorithm uses this to find the best material compositions quickly by learning how a material's structure relates to its composition and identifying optimal functional properties.",ai
"Reproducible results boost confidence in scientific findings. Science advances even with irreproducible results, suggesting a complex relationship between reproducibility and other valuable traits like early truth discovery and long-term focus. A mathematical model is proposed to analyze these desirable properties of scientific discovery, assuming scientists focus on identifying the true data-generating model.",ai
"Artificial Intelligence (AI) and Nanotechnology hold great promise for humanity's future. Deep Learning's Computer Vision has already transformed fields like medicine and automotive, but its potential in nanotechnology is vast. Can AI help us explore objects invisible to the human eye, like nanomaterials? This paper aims to develop an AI platform for visualizing nanoscale patterns, learned by a Deep Learning neural network, from scanning electron microscope images. Our goal is to enable any nanoscience researcher to use AI for exploring nanoscale morphologies visually.",ai
"AI researchers use methods from science, math, and engineering. While they test hypotheses for engineering goals, recent focus on fairness and bias indicates more questions exist. This leads to an ""AI Knowledge Gap"" - more systems are created than understood. To bridge this, we propose involving more researchers capable of studying and testing AI systems' behavior.",ai
"Concern is rising about the potential misuse of AI research. Sharing scientific findings could aid malicious use, but it can also help protect against it. This study explores the balance between these two impacts. Our model explains factors that determine if published research aids attackers or defenders more, like the feasibility of countermeasures or independent discovery outside academia. The balance differs among scientific fields. However, the AI debate has adopted ideas from past computer security discussions on revealing software flaws.",ai
"In social science, mathematical models help explain and predict complex behaviors. We've developed a machine learning system that finds simple, interpretable models in noisy social science data. This system uses a mix of neural networks and symbolic reasoning to uncover hidden patterns and relationships, even in messy, real-world data. By combining this with existing research methods, scientists can discover new insights and explore ""what-if"" scenarios. This AI-driven approach can connect traditional statistical methods with more flexible, data-driven techniques.",ai
"In computational imaging, hardware and software work together to enhance performance. Techniques like CT, MRI, and superresolution microscopy use indirect measurements and algorithms for reconstruction, enabling advanced features like super-resolution or 3D imaging. Yet, these methods often need many measurements, which can slow down the process.",ai
"Researchers are adopting AI for specific tasks and to enhance workflows. Yet, AI development and testing are dispersed across various fields. We've defined the issue of scientific AI benchmarking and introduced SAIBench to unite these efforts and simplify adding new fields. SAIBench uses SAIL, a language that separates research problems, AI models, evaluation criteria, and system settings into reusable parts. We've proven this works.",ai
"Machine learning in science speeds up discovery by learning from simulations. Most models are trained using large amounts of data from slow simulations, which are also memory-intensive. We're developing a system that generates data alongside training, but this can introduce bias. We're addressing this with a memory buffer. We've tested this on the complex Lorenz attractor system, showing significant improvements.",ai
"To fully utilize large-scale scientific facilities, substantial investment in research and development (R&D) is required to create advanced algorithms and computing methods. These are needed to analyze the vast amounts of data (big data) generated by these facilities, enabling scientific and engineering breakthroughs. Artificial Intelligence (AI) has already proven its value in industry and technology by solving complex big data challenges, and its influence is growing in society. As AI continues to develop, relying on a single graphics processing unit (GPU) for training, validating, and testing AI models is no longer",ai
"Introducing a comprehensive computational framework that streamlines hyperparameter tuning using DeepHyper, speeds up model training, and offers interpretable AI results. This framework leverages cutting-edge AI models such as CGCNN, PhysNet, SchNet, MPNN, MPNN-transformer, and TorchMD-NET. We showcase its capabilities using benchmark datasets like QM9, hMOF, and MD17, demonstrating how it can predict various material properties in modern computing settings. The framework unifies the modeling of small molecules, inorganic crystals, and nanoporous metal-organic frameworks. We've tested",ai
"Machine Learning (ML) and AI are increasingly used in astronomy, astrophysics, and cosmology since the big data era began in the 1990s. Digital sky surveys generate massive datasets, requiring automation of tasks like distinguishing stars from galaxies, with billions of complex data points. As data growth accelerates, especially with time-based surveys, real-time processing and decision-making are crucial. Many classification and clustering methods are employed for these tasks.",ai
"The goal of artificial intelligence (AI) is to deeply integrate it with fundamental science, developing brain-like AI systems to drive new discoveries. To advance AI theory and tech, we present key challenges for the next 20 years: (1) understanding the human brain's function, combining neuroscience, psychology, data science, and more; (2) decoding how the brain's electrical signals are transmitted and coordinated with human actions; (3) advancing brain-computer interfaces (BCI) and brain-muscle interfaces (BMI).",ai
"While AI has shown great promise in general eye care, its use in pediatric ophthalmology is lagging. This review explores the unique needs of young patients and how AI can help, summarizes recent AI applications in pediatric ophthalmology, and suggests future directions. Major advances include AI's ability to detect retinopathy of prematurity (ROP) as accurately as experts. Machine learning (ML) has also been used to classify pediatric cataracts, predict post-surgery complications, detect strabismus and refractive errors, forecast high myopia, and diagnose reading",ai
"AI Models for Astrophysics: We've created a system that combines AI models, a data hub, and a powerful computing cluster. This setup uses funcX, a service for distributed computing. It allows us to run four public AI models together on the Hardware Accelerated Learning (HAL) cluster. In just seven minutes, it processed a month's worth of advanced Laser Interferometer Gravitational-Wave Observatory data from August 2017. The result? It found all four known binary black hole mergers without any false identifications. This method combines progress in AI and distributed",ai
"Data-driven science uses AI and machine learning to analyze large, specialized datasets. Anyone can create and run models that uncover hidden insights. However, testing every possible model on extensive datasets is expensive. Current methods use smaller datasets to estimate performance, but this might miss unique characteristics of each dataset and favor certain models. This limits our understanding of each dataset's potential.",ai
"AI and data science are crucial in fighting COVID-19, offering versatile solutions to various biomedical, epidemiological, and socioeconomic challenges. However, they also pose ethical dilemmas, especially in the rush to tackle the virus globally. Open research and data sharing are vital, but they're hindered by proprietary secrecy, inequality, and public mistrust. Digital contact tracing, for instance, raises privacy concerns and challenges societal values. These issues were present before the pandemic but have been exacerbated by the crisis.",ai
"This study investigates how scientific discoveries shape communication and knowledge growth. It examines changes in journals, word usage, and cognitive foundations using network analysis. The discovery of fullerenes in 1985 is analyzed as a catalyst for nanotube research.",ai
"The FAIR data principles promote sharing for scientific discovery. Researchers are now exploring how to apply these principles to research software and digital products, including machine learning (ML) models used in fields like high energy physics (HEP). This paper suggests a practical FAIR definition for AI models in HEP and offers a template for applying these principles. It shows how this template can be used.",ai
"Scientific discovery today relies heavily on data, with teams needing to create, find, analyze, retrieve, and share relevant datasets throughout their research. This is particularly true in science, where data generation, analysis, and interpretation are key collaborative processes. Data-driven discovery, especially in science, involves complex and varied data types that change over time. While databases can be useful, creating effective interfaces for this process is still a challenge.",ai
"AI-driven autonomous experiments can speed up scientific discovery. For instance, creating complex materials in non-equilibrium conditions is time-consuming, but AI can accelerate this process. Traditional methods can't explore the vast parameter space completely. We've developed a system called SARA that uses AI to guide robotic synthesis and characterization, enabling faster exploration of unstable materials.",ai
"Partial differential equations (PDEs) can represent physical laws in various fields, like physics and finance, when they fit scientific data. A new approach, data-driven PDE discovery, aims to model complex natural phenomena but faces challenges like limited data and complex processes, especially when dealing with highly nonlinear coefficients from poor-quality data. To tackle this, we introduce a novel method that combines machine learning with physical principles. It can incorporate initial and boundary conditions and use basic physical laws to guide model optimization. We prove that this method works effectively.",ai
